Evidence_ID,Source_row,Reference_ID,Parameter_Category,Parameter_Name,Symbol,Polymer_Type,Particle_Shape,Size_Class_um,Original_Value_Mean,Original_Value_Min,Original_Value_Max,Original_Unit,Standardized_value,Standardized_min,Standardized_max,Standardized_unit,Derivation_Method,Notes,Original_parameter_name,Source_title,Source_URL,Source_Location_extra_field,Decision,Decision_reason,Corrected_source_value,Corrected_source_unit,Transformation_or_correction,Record_role,Evidence_scope,Verification_detail,Source_locator_or_extracted_note,Use_limit,Parameter_type,Prior_verification_note
BOX-0060,61,Besseling_2017,Resuspension,Critical shear stress for resuspension,tau_crit,NA,NA,NA,0.5,NA,NA,Pa,0.5,NA,NA,Pa,Calibrated,Dommel river specific; Brouwer 2012; Table S5,Critical shear stress for resuspension,Fate of nano- and microplastic in freshwater systems: a modeling study,https://doi.org/10.1016/j.envpol.2016.10.001,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",0.5,Pa,No v5 value/unit correction applied; original source-table fields are retained separately.,model_default_or_scenario,v5_local_pdf_read_with_retained_locator,"v5 personally read local Besseling supplementary PDF; SI PDF p.24, Table S5.",Dommel river specific; Brouwer 2012; Table S5,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model input or scenario assumption,"The named parameter, reported value and unit match the Table S5 entry; default or fitted settings remain source model inputs."
BOX-0061,62,Besseling_2017,Resuspension,Maximum resuspension constant,R_jmax,NA,NA,NA,100,NA,NA,g/(m2*d),100,NA,NA,g/(m2*d),Calibrated,Table S5; per SS size class; from Brouwer 2012,Maximum resuspension constant,Fate of nano- and microplastic in freshwater systems: a modeling study,https://doi.org/10.1016/j.envpol.2016.10.001,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",100,g/(m2*d),No v5 value/unit correction applied; original source-table fields are retained separately.,model_default_or_scenario,v5_local_pdf_read_with_retained_locator,"v5 personally read local Besseling supplementary PDF; SI PDF p.24, Table S5.",Table S5; per SS size class; from Brouwer 2012,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model input or scenario assumption,"The named parameter, reported value and unit match the Table S5 entry; default or fitted settings remain source model inputs."
BOX-0062,63,Besseling_2017,Resuspension,Sediment burial rate constant,k_bur,NA,NA,NA,3.17E-09,NA,NA,s-1,2.74E-04,NA,NA,d-1,Calibrated,Table S5; Koelmans et al. 2009. Converted: *86400,Sediment burial rate constant,Fate of nano- and microplastic in freshwater systems: a modeling study,https://doi.org/10.1016/j.envpol.2016.10.001,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",3.17E-09,s-1,No v5 value/unit correction applied; original source-table fields are retained separately.,model_default_or_scenario,v5_local_pdf_read_with_retained_locator,"v5 personally read local Besseling supplementary PDF; SI PDF p.24, Table S5.",Table S5; Koelmans et al. 2009. Converted: *86400,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model input or scenario assumption,"The named parameter, reported value and unit match the Table S5 entry; default or fitted settings remain source model inputs."
BOX-0063,64,Besseling_2017,Resuspension,Degradation rate constant,k_deg,PE,NA,NA,6.81E-09,NA,NA,s-1,5.88E-04,NA,NA,d-1,Empirical,Max PE degradation 1.75%/month; Harshvardhan & Jha 2013; Table S5. Converted: *86400,Degradation rate constant,Fate of nano- and microplastic in freshwater systems: a modeling study,https://doi.org/10.1016/j.envpol.2016.10.001,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",6.81E-09,s-1,No v5 value/unit correction applied; original source-table fields are retained separately.,model_default_or_scenario,v5_local_pdf_read_with_retained_locator,"v5 personally read local Besseling supplementary PDF; SI PDF p.24, Table S5.",Max PE degradation 1.75%/month; Harshvardhan & Jha 2013; Table S5. Converted: *86400,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model input or scenario assumption,"The named parameter, reported value and unit match the Table S5 entry; default or fitted settings remain source model inputs."
BOX-0064,65,Besseling_2017,Resuspension,Sediment top layer thickness,H_sed,NA,NA,NA,10,NA,NA,cm,0.1,NA,NA,m,Calibrated,SI; mixed top layer available for resuspension; Section 2 Transport processes,Sediment top layer thickness,Fate of nano- and microplastic in freshwater systems: a modeling study,https://doi.org/10.1016/j.envpol.2016.10.001,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",10,cm,No v5 value/unit correction applied; original source-table fields are retained separately.,model_default_or_scenario,v5_local_pdf_read_with_retained_locator,v5 personally read local Besseling supplementary PDF; SI PDF model-description passages; retained row locator was not retyped cell-by-cell.,SI; mixed top layer available for resuspension; Section 2 Transport processes,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model input or scenario assumption,The process description and value match the NanoDUFLOW biofilm/sediment model description; scenario settings remain assumptions.
BOX-0246,247,Fazey_2016,Settling,HDPE density,rho_p,HDPE,Sheet,NA,960,NA,NA,kg/m3,960,NA,NA,kg/m3,Empirical,"Section 2, Page 2: Sheets of two common plastic pollutants, high-density polyethylene (HDPE, density 0.96 g/cm3) and low-density polyethylene (LDPE, density 0.92 g/cm3).",HDPE density,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",960,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 2, Page 2: Sheets of two common plastic pollutants, high-density polyethylene (HDPE, density 0.96 g/cm3) and low-density polyethylene (LDPE, density 0.92 g/cm3).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The HDPE/LDPE density and polymer identity match the Materials and methods statement.
BOX-0247,248,Fazey_2016,Settling,LDPE density,rho_p,LDPE,Sheet,NA,920,NA,NA,kg/m3,920,NA,NA,kg/m3,Empirical,"Section 2, Page 2: low-density polyethylene (LDPE, density 0.92 g/cm3).",LDPE density,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",920,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 2, Page 2: low-density polyethylene (LDPE, density 0.92 g/cm3).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The HDPE/LDPE density and polymer identity match the Materials and methods statement.
BOX-0248,249,Fazey_2016,Biofouling,"Days to 50% sinking probability (5x5 mm, LDPE 0.1mm)",t_Psink0.5,LDPE_0.1mm,Sheet,5x5 mm,17,NA,NA,days,17,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (5x5 mm, LDPE 0.1mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",17,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0249,250,Fazey_2016,Biofouling,"Days to 50% sinking probability (9x9 mm, LDPE 0.1mm)",t_Psink0.5,LDPE_0.1mm,Sheet,9x9 mm,35,NA,NA,days,35,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (9x9 mm, LDPE 0.1mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",35,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0250,251,Fazey_2016,Biofouling,"Days to 50% sinking probability (50x50 mm, LDPE 0.1mm)",t_Psink0.5,LDPE_0.1mm,Sheet,50x50 mm,49,NA,NA,days,49,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (50x50 mm, LDPE 0.1mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",49,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0251,252,Fazey_2016,Biofouling,"Days to 50% sinking probability (5x5 mm, LDPE 0.2mm)",t_Psink0.5,LDPE_0.2mm,Sheet,5x5 mm,42,NA,NA,days,42,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (5x5 mm, LDPE 0.2mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",42,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0252,253,Fazey_2016,Biofouling,"Days to 50% sinking probability (9x9 mm, LDPE 0.2mm)",t_Psink0.5,LDPE_0.2mm,Sheet,9x9 mm,39,NA,NA,days,39,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (9x9 mm, LDPE 0.2mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",39,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0253,254,Fazey_2016,Biofouling,"Days to 50% sinking probability (50x50 mm, LDPE 0.2mm)",t_Psink0.5,LDPE_0.2mm,Sheet,50x50 mm,50,NA,NA,days,50,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (50x50 mm, LDPE 0.2mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",50,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0254,255,Fazey_2016,Biofouling,"Days to 50% sinking probability (5x5 mm, HDPE 0.5mm)",t_Psink0.5,HDPE_0.5mm,Sheet,5x5 mm,40,NA,NA,days,40,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (5x5 mm, HDPE 0.5mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",40,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0255,256,Fazey_2016,Biofouling,"Days to 50% sinking probability (9x9 mm, HDPE 0.5mm)",t_Psink0.5,HDPE_0.5mm,Sheet,9x9 mm,40,NA,NA,days,40,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (9x9 mm, HDPE 0.5mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",40,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0256,257,Fazey_2016,Biofouling,"Days to 50% sinking probability (50x50 mm, HDPE 0.5mm)",t_Psink0.5,HDPE_0.5mm,Sheet,50x50 mm,49,NA,NA,days,49,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (50x50 mm, HDPE 0.5mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",49,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0257,258,Fazey_2016,Biofouling,"Days to 50% sinking probability (5x5 mm, HDPE 1.0mm)",t_Psink0.5,HDPE_1.0mm,Sheet,5x5 mm,39,NA,NA,days,39,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (5x5 mm, HDPE 1.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",39,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0258,259,Fazey_2016,Biofouling,"Days to 50% sinking probability (9x9 mm, HDPE 1.0mm)",t_Psink0.5,HDPE_1.0mm,Sheet,9x9 mm,45,NA,NA,days,45,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (9x9 mm, HDPE 1.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",45,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0259,260,Fazey_2016,Biofouling,"Days to 50% sinking probability (50x50 mm, HDPE 1.0mm)",t_Psink0.5,HDPE_1.0mm,Sheet,50x50 mm,62,NA,NA,days,62,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (50x50 mm, HDPE 1.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",62,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0260,261,Fazey_2016,Biofouling,"Days to 50% sinking probability (5x5 mm, HDPE 4.0mm)",t_Psink0.5,HDPE_4.0mm,Sheet,5x5 mm,49,NA,NA,days,49,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (5x5 mm, HDPE 4.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",49,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0261,262,Fazey_2016,Biofouling,"Days to 50% sinking probability (9x9 mm, HDPE 4.0mm)",t_Psink0.5,HDPE_4.0mm,Sheet,9x9 mm,58,NA,NA,days,58,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (9x9 mm, HDPE 4.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",58,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
BOX-0262,263,Fazey_2016,Biofouling,"Days to 50% sinking probability (50x50 mm, HDPE 4.0mm)",t_Psink0.5,HDPE_4.0mm,Sheet,50x50 mm,66,NA,NA,days,66,NA,NA,days,Empirical,"Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Days to 50% sinking probability (50x50 mm, HDPE 4.0mm)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",66,days,No v5 value/unit correction applied; original source-table fields are retained separately.,experimental_probability_model_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Table 2, Page 5: The estimated submersion time required for the probability of sinking to exceed 0.5 (Psink=0.5) ranged from 17 days for the 0.1-mm LDPE microplastics to 66 days for the 4-mm HDPE macroplastic samples (Table 2).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Experimental probability-model estimate,Table 2 gives this Psink=0.5 value for the stated square size and LDPE/HDPE thickness; it is not an added or pooled value.
