Source_lake_row,Lake_lon,Lake_lat,OSM_locations_25km,Nearest_OSM_km,Nearest_OSM_lon,Nearest_OSM_lat,Nearest_OSM_name,Nearest_OSM_tags,OSM_source_region
311471,-66.120962,44.323598,2,11.578832,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311472,-68.397565,44.322918,1,22.723885,-68.43918216,44.12061482,NA,"landuse=aquaculture, produce=fish",north-america
311475,-65.912126,44.31961,1,21.403252,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311477,-65.980208,44.317224,1,16.803783,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311478,-65.961252,44.317301,1,17.99835,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311481,-74.26875,44.314029,1,4.754233,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311489,-65.875768,44.311304,1,23.529983,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311490,-65.878193,44.310102,1,23.29801,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311494,-65.927621,44.307223,1,19.643294,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311496,-74.396769,44.305566,1,10.422373,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311499,-68.400562,44.304563,1,20.671382,-68.43918216,44.12061482,NA,"landuse=aquaculture, produce=fish",north-america
311504,-65.977083,44.302049,1,15.984841,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311505,-65.985163,44.301625,1,15.43012,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311507,-66.04375,44.30136,2,11.927848,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311521,-65.942816,44.291544,1,17.757192,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311524,-65.884398,44.291145,1,22.018097,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311526,-74.160892,44.290074,1,12.300861,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311529,-65.967612,44.289512,1,15.897741,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311531,-65.976363,44.288918,1,15.256337,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311534,-66.003289,44.287281,1,13.332854,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311544,-66.038009,44.281955,2,10.751668,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311545,-65.940879,44.281553,1,17.435874,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311549,-74.417254,44.278659,1,13.494133,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311553,-66.064583,44.276912,2,8.804373,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311555,-66.075678,44.272982,2,7.87801,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311558,-66.00309,44.270218,1,12.393832,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311564,-65.840064,44.26623,1,24.646292,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311576,-66.009786,44.260493,1,11.457357,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311582,-65.881132,44.255582,1,21.199724,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311586,-74.477134,44.252613,1,19.046025,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311595,-65.93871,44.248526,1,16.535507,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311612,-65.959174,44.238035,1,14.735404,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311624,-65.96909,44.223212,1,13.818722,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311634,-74.433642,44.216333,1,19.413808,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311635,-74.310417,44.214622,1,15.726359,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311647,-65.978075,44.203571,1,13.233934,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311649,-66.132292,44.201634,2,2.234355,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311652,-65.883625,44.19972,1,20.777388,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311655,-66.108914,44.198091,2,3.630904,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311660,-65.888602,44.196416,1,20.427522,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311661,-65.987705,44.193742,1,12.684298,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311665,-65.924472,44.189458,1,17.724418,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311670,-65.91619,44.186293,1,18.44391,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311671,-66.000729,44.185135,1,11.954996,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311674,-66.023855,44.182897,1,10.325478,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311680,-66.136558,44.180238,2,4.494198,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311681,-65.983782,44.180113,1,13.418515,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311692,-65.839608,44.172646,1,24.750054,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311698,-66.162057,44.166926,2,6.164899,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311705,-66.108938,44.160463,2,7.174696,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311706,-74.440781,44.159614,1,24.996245,-74.28575115,44.35503718,Adirondack Fish Hatchery,"NYSDEC:updated=1996-12, boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Adirondack Fish Hatchery, operator=New York State Department of Environmental Conservation, ownership=state, protect_class=4, protection_object=species, protection_title=Administrative, related_law=New York State Constitution, Article XIV, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
311710,-65.864467,44.158439,1,23.234425,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311711,-66.053622,44.156818,1,9.998675,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311720,-65.938542,44.149352,1,18.085693,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311722,-65.962057,44.147237,1,16.529894,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311728,-65.875487,44.142296,1,23.012956,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311731,-65.96495,44.139607,1,16.76849,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311742,-66.112775,44.131117,2,10.202309,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311743,-66.016811,44.13042,1,14.155431,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311745,-65.941282,44.129867,1,18.947706,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311762,-65.939609,44.118964,1,19.729263,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311783,-66.057155,44.103792,1,14.635454,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311784,-65.975491,44.103614,1,18.601685,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311788,-66.017663,44.101362,1,16.556632,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311800,-66.028125,44.094979,1,16.657364,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311827,-66.070705,44.076021,1,17.036109,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311839,-65.9136,44.068368,1,24.8927,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311843,-65.973127,44.06513,1,21.921871,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311847,-66.13125,44.059391,1,17.921675,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311855,-66.084124,44.052083,1,19.277396,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311856,-66.089592,44.051857,1,19.201512,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311865,-66.075746,44.046324,1,20.065818,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311868,-65.979968,44.044649,1,23.44967,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311875,-66.071684,44.038337,1,21.007875,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311879,-66.009925,44.034858,1,23.177196,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311882,-65.976042,44.03125,1,24.87105,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311884,-66.093921,44.030145,1,21.497678,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311899,-66.15895,44.020495,1,22.264385,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311902,-66.11846,44.018479,1,22.525777,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311931,-66.142485,43.997917,1,24.731661,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
311933,-66.152247,43.996352,1,24.919068,-66.14198442,44.22049512,Riverside Lobster Pound,"landuse=aquaculture, name=Riverside Lobster Pound, produce=lobster, source=NRCan-CanVec-10.0",north-america
312190,-70.680208,43.81966,1,17.818133,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312209,-70.449849,43.80381,1,21.803148,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312225,-70.573793,43.790663,1,15.151638,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312240,-70.453561,43.781049,1,19.83431,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312253,-70.888028,43.770098,1,23.481594,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312254,-70.606508,43.770312,1,12.253196,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312255,-70.680731,43.768758,1,12.330586,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312271,-70.849079,43.752825,1,19.805089,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312273,-70.665846,43.751514,1,10.171523,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312274,-70.443984,43.748691,1,18.304771,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312298,-72.902816,43.717579,1,22.235274,-72.65842834,43.81074373,White River National Fish Hatchery,"landuse=aquaculture, name=White River National Fish Hatchery, phone=+1 802 234 5937, website=https://www.fws.gov/whiterivernfh/, wikidata=Q7995296, wikipedia=en:White River National Fish Hatchery",north-america
312315,-70.795103,43.701967,1,13.458787,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312316,-70.778113,43.701621,1,12.158695,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312318,-70.787107,43.69888,1,12.7381,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312323,-70.578427,43.68649,1,5.459843,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312328,-75.274796,43.681094,5,22.351812,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312334,-72.799188,43.675787,1,18.798892,-72.65842834,43.81074373,White River National Fish Hatchery,"landuse=aquaculture, name=White River National Fish Hatchery, phone=+1 802 234 5937, website=https://www.fws.gov/whiterivernfh/, wikidata=Q7995296, wikipedia=en:White River National Fish Hatchery",north-america
312341,-70.605191,43.669679,1,2.721675,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312345,-75.141318,43.661353,4,24.834552,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312349,-70.745405,43.655224,1,8.749458,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312356,-70.878333,43.648543,1,19.497667,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312359,-70.907219,43.644588,1,21.85738,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312372,-70.823875,43.625799,1,15.584886,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312376,-70.840844,43.615158,1,17.233911,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312377,-70.813655,43.614275,1,15.192873,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312389,-70.892708,43.597638,1,21.823197,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312391,-75.117225,43.59631,5,21.126618,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312392,-75.274063,43.59362,5,12.968029,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312405,-75.082548,43.573245,5,22.184282,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312406,-76.203125,43.569068,1,18.607492,-75.98943716,43.50675345,Salmon River Fish Hatchery,"boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Salmon River Fish Hatchery, ownership=state, protect_class=4, protection_object=species, protection_title=Special Use, related_law=New York State Constitution, Article XIV, source=http://gis.ny.gov/gisdata/inventories/details.cfm?DSID=1114, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
312410,-75.261205,43.566065,5,10.62274,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312418,-70.775934,43.556264,1,16.247435,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312420,-75.213347,43.554509,5,12.149618,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312422,-75.159047,43.549394,5,15.476419,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312424,-75.152083,43.54375,5,15.698753,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312431,-70.628133,43.534003,1,14.276782,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312433,-75.181093,43.531309,5,12.991448,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312436,-75.967392,43.524261,1,2.638334,-75.98943716,43.50675345,Salmon River Fish Hatchery,"boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Salmon River Fish Hatchery, ownership=state, protect_class=4, protection_object=species, protection_title=Special Use, related_law=New York State Constitution, Article XIV, source=http://gis.ny.gov/gisdata/inventories/details.cfm?DSID=1114, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
312438,-75.051048,43.523864,5,22.822345,-75.32778864,43.48363768,NA,"landuse=aquaculture, produce=fish",north-america
312441,-70.654495,43.508116,1,17.189035,-70.63737964,43.66232596,Shy Beaver Trout Hatchery,"addr:city=Hollis, addr:housenumber=161, addr:postcode=04042, addr:state=ME, addr:street=Shy Beaver Road, aquaculture=fish, building=yes, name=Shy Beaver Trout Hatchery",north-america
312443,-75.892252,43.503437,1,7.867984,-75.98943716,43.50675345,Salmon River Fish Hatchery,"boundary=protected_area, governance=government_managed, landuse=aquaculture, leisure=nature_reserve, name=Salmon River Fish Hatchery, ownership=state, protect_class=4, protection_object=species, protection_title=Special Use, related_law=New York State Constitution, Article XIV, source=http://gis.ny.gov/gisdata/inventories/details.cfm?DSID=1114, website=https://www.dec.ny.gov/outdoor/7742.html",north-america
